Código Cliente;Nível de risco;Possui servidor CFTV;Pessoa Física, Jurídica, ou Órgão Público;Estado;Cidade;Bairro;Data/hora;Código do evento;Confirmado
11338;3;0;1;SP;SAO CARLOS;JARDIM NOVA SAO CARLOS;2019-01-02 17:33:29.050;E134;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 17:43:31.197;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 17:43:38.567;E130;1
11319;5;0;0;SP;SAO CARLOS;CHÁCARA DAS FLORES;2019-01-02 17:53:09.667;E130;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 17:55:44.317;E810;0
11248;5;0;1;SP;SAO CARLOS;NUCLEO RESID SILVIO VILARI;2019-01-02 17:57:09.993;E134;0
11863;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 18:07:10.960;E301;0
11319;5;0;0;SP;SAO CARLOS;CHÁCARA DAS FLORES;2019-01-02 18:32:41.607;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:49.847;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:50.860;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:54.810;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:56.760;E130;0
11752;3;0;0;SP;SAO CARLOS;CEAT;2019-01-02 18:34:58.740;E130;0
11759;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:35:11.040;E301;0
11619;5;1;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-02 18:35:23.223;1902;0
11620;3;0;1;SP;SAO CARLOS;CENTRO;2019-01-02 18:35:42.503;E146;0
11620;3;0;1;SP;SAO CARLOS;CENTRO;2019-01-02 18:35:47.570;E146;0
11758;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:36:02.800;E301;0
11759;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:36:07.860;E301;0
11758;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 18:36:45.390;E301;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:38:49.807;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:38:56.507;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:39:03.993;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:39:11.470;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 18:39:18.113;E130;1
7132;4;0;1;SP;SAO CARLOS;PLANALTO PARAÍSO;2019-01-02 18:46:40.587;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-02 19:06:49.457;E130;1
8102;4;0;0;SP;IBATE;JARDIM ESTER;2019-01-02 19:19:32.720;E131;1
8102;4;0;0;SP;IBATE;JARDIM ESTER;2019-01-02 19:19:40.850;E131;1
11724;3;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-02 20:03:38.203;E130;0
11608;4;0;1;SP;SAO CARLOS;VILA COSTA DO SOL;2019-01-02 20:14:54.307;E134;0
11865;4;1;0;SP;RIBEIRAO PRETO;PARQUE INDUSTRIAL LAGOINHA;2019-01-02 20:34:18.673;E130;0
11865;4;1;0;SP;RIBEIRAO PRETO;PARQUE INDUSTRIAL LAGOINHA;2019-01-02 20:35:01.753;E130;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-02 20:48:21.503;E810;0
5651;4;0;0;SP;SAO CARLOS;SANTA FELÍCIA;2019-01-02 20:51:55.867;E131;1
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:17:02.020;E301;0
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:19:56.740;E301;0
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:19:57.747;E301;0
11182;2;0;0;SP;SAO CARLOS;JARDIM SANTA MARIA II;2019-01-02 21:21:39.567;E131;0
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-02 21:44:25.493;E301;0
10049;5;0;0;SP;SAO CARLOS;JARDIM IPANEMA;2019-01-02 22:18:33.317;E131;1
10049;5;0;0;SP;SAO CARLOS;JARDIM IPANEMA;2019-01-02 22:18:47.097;E131;1
11856;4;0;1;SP;SAO CARLOS;JARDIM SANTA ELISA;2019-01-02 22:22:12.207;E134;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-02 22:25:29.690;E130;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-02 22:26:10.970;E130;0
11781;4;0;0;SP;SAO CARLOS;VILA LUTFALLA;2019-01-02 22:42:09.540;E130;0
11715;3;0;0;SP;SAO CARLOS;CENTRO;2019-01-02 22:46:58.093;E131;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-02 22:47:40.973;E130;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-02 23:05:15.667;E132;0
11275;5;0;0;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-02 23:07:11.557;E130;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-02 23:31:34.690;E130;0
11478;4;0;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-02 23:40:20.913;E130;0
11310;5;1;0;SP;SAO CARLOS;PARQUE SANTA FELICIA JARDIM;2019-01-02 23:49:18.117;1902;0
11319;5;0;0;SP;SAO CARLOS;CHÁCARA DAS FLORES;2019-01-03 00:01:55.850;E130;0
11703;4;0;0;SP;SAO CARLOS;JARDIM DE CRESCI;2019-01-03 00:27:06.137;E301;0
11401;5;0;1;SP;IBATE;RURAL;2019-01-03 01:20:11.423;E130;0
11611;4;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 01:59:31.873;E131;0
11611;4;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 01:59:34.947;E131;0
11611;4;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 01:59:37.980;E131;0
11611;4;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 02:00:51.100;E131;0
11611;4;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 02:00:54.137;E131;0
11640;4;1;0;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-03 02:11:55.503;E130;0
11794;4;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 03:12:35.770;E140;0
11860;4;1;0;SP;RIBEIRAO PRETO;IPIRANGA;2019-01-03 03:43:35.767;1902;0
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 03:43:35.767;1902;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 04:02:13.217;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 04:02:48.547;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 04:20:18.587;E130;1
11838;4;0;0;SP;SAO CARLOS;VILA ALPES;2019-01-03 05:00:11.480;E123;0
11838;4;0;0;SP;SAO CARLOS;VILA ALPES;2019-01-03 05:00:19.623;E123;0
11852;3;0;0;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 05:34:10.810;E130;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 06:06:42.623;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 06:24:41.113;E130;1
11833;3;0;0;SP;SAO CARLOS;JARDIM SAO PAULO;2019-01-03 06:47:41.217;E130;0
11362;3;1;1;SP;SAO CARLOS;PARQUE SANTA MONICA;2019-01-03 06:47:41.540;E130;0
11876;4;0;1;SP;SAO CARLOS;JARDIM MACARENGO;2019-01-03 06:58:46.350;E810;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 07:01:26.297;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 07:02:15.827;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 07:02:23.183;E130;1
11742;4;1;0;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 07:20:38.253;1902;0
11445;4;1;0;SP;SAO CARLOS;JARDIM GILBERTONI;2019-01-03 07:23:14.870;E130;0
11445;4;1;0;SP;SAO CARLOS;JARDIM GILBERTONI;2019-01-03 07:23:28.907;E130;0
11445;4;1;0;SP;SAO CARLOS;JARDIM GILBERTONI;2019-01-03 07:25:29.520;E130;0
11445;4;1;0;SP;SAO CARLOS;JARDIM GILBERTONI;2019-01-03 07:27:22.700;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 07:55:54.047;E130;0
11038;3;0;0;SP;SAO CARLOS;JARDIM NOVA SAO CARLOS;2019-01-03 08:02:36.090;E134;1
11401;5;0;1;SP;IBATE;RURAL;2019-01-03 08:08:40.670;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 08:24:08.897;E122;0
11471;4;0;1;SP;SAO CARLOS;JARDIM PACAEMBU;2019-01-03 08:24:47.630;E120;0
4986;5;0;0;SP;SAO CARLOS;CENTRO;2019-01-03 08:38:06.763;E130;1
11229;5;0;1;SP;SAO CARLOS;JARDIM N. S. APARECIDA;2019-01-03 08:44:22.747;E130;0
11636;4;0;1;SP;SAO CARLOS;CENTRO;2019-01-03 08:44:30.997;E134;0
11229;5;0;1;SP;SAO CARLOS;JARDIM N. S. APARECIDA;2019-01-03 08:46:09.320;E130;0
11229;5;0;1;SP;SAO CARLOS;JARDIM N. S. APARECIDA;2019-01-03 08:46:23.243;E130;0
11229;5;0;1;SP;SAO CARLOS;JARDIM N. S. APARECIDA;2019-01-03 08:48:02.830;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 09:05:10.503;E301;0
11608;4;0;1;SP;SAO CARLOS;VILA COSTA DO SOL;2019-01-03 09:06:28.703;E134;0
11608;4;0;1;SP;SAO CARLOS;VILA COSTA DO SOL;2019-01-03 09:06:54.127;E134;0
11608;4;0;1;SP;SAO CARLOS;VILA COSTA DO SOL;2019-01-03 09:08:46.013;E134;0
11323;4;0;0;SP;SAO CARLOS;VILA ALPES;2019-01-03 09:09:00.703;E130;0
11439;4;0;0;SP;SAO CARLOS;CEAT;2019-01-03 09:09:56.907;E122;0
11867;4;0;1;SP;SAO CARLOS;JARDIM ALVORADA;2019-01-03 09:18:23.847;E301;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:25:06.003;E625;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:27:42.180;E130;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 09:29:08.043;E131;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:29:10.430;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:29:14.573;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:29:31.843;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:29:36.690;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:29:47.887;E130;0
11406;3;0;0;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 09:29:55.410;E130;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 09:34:48.067;E122;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-03 09:43:05.783;E132;0
11867;4;0;1;SP;SAO CARLOS;JARDIM ALVORADA;2019-01-03 10:13:29.377;E301;0
11867;4;0;1;SP;SAO CARLOS;JARDIM ALVORADA;2019-01-03 10:22:52.440;E301;0
11312;5;1;1;SP;SAO CARLOS;JARDIM PARAISO;2019-01-03 10:28:36.343;E122;0
11874;4;0;1;SP;SAO CARLOS;CENTRO;2019-01-03 11:05:11.360;E130;0
7132;4;0;1;SP;SAO CARLOS;PLANALTO PARAÍSO;2019-01-03 11:30:57.143;E130;1
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:02:38.620;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:03:33.317;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:03:47.210;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:03:58.240;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:04:09.310;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:04:14.947;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:04:25.900;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:04:42.507;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:04:56.390;E131;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 12:05:02.177;E131;0
11645;3;1;0;SP;SAO CARLOS;CENTRO;2019-01-03 12:33:55.913;E122;0
6372;4;0;0;SP;SAO CARLOS;SANTA FELÍCIA;2019-01-03 12:33:58.960;E122;1
6372;4;0;0;SP;SAO CARLOS;SANTA FELÍCIA;2019-01-03 12:34:07.090;E122;1
6372;4;0;0;SP;SAO CARLOS;SANTA FELÍCIA;2019-01-03 12:34:15.240;E122;1
7006;4;1;0;SP;SAO CARLOS;SANTA MÔNICA;2019-01-03 12:36:41.537;E131;1
7006;4;1;0;SP;SAO CARLOS;SANTA MÔNICA;2019-01-03 12:37:12.010;E131;1
7006;4;1;0;SP;SAO CARLOS;SANTA MÔNICA;2019-01-03 12:39:30.360;E131;1
7006;4;1;0;SP;SAO CARLOS;SANTA MÔNICA;2019-01-03 12:40:19.180;E131;1
11619;5;1;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-03 12:47:02.970;E122;0
7006;4;1;0;SP;SAO CARLOS;SANTA MÔNICA;2019-01-03 13:07:14.423;E131;1
10146;5;0;0;SP;SAO CARLOS;JARDIM CRUZEIRO DO SUL;2019-01-03 13:24:53.300;E134;1
11235;5;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 13:25:09.573;E134;0
11235;5;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 13:25:16.663;E134;0
11235;5;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 13:25:24.800;E134;0
10146;5;0;0;SP;SAO CARLOS;JARDIM CRUZEIRO DO SUL;2019-01-03 13:25:28.880;E134;1
10146;5;0;0;SP;SAO CARLOS;JARDIM CRUZEIRO DO SUL;2019-01-03 13:27:24.813;E134;1
10146;5;0;0;SP;SAO CARLOS;JARDIM CRUZEIRO DO SUL;2019-01-03 13:27:32.910;E134;1
10146;5;0;0;SP;SAO CARLOS;JARDIM CRUZEIRO DO SUL;2019-01-03 13:27:41.023;E134;1
10146;5;0;0;SP;SAO CARLOS;JARDIM CRUZEIRO DO SUL;2019-01-03 13:27:49.167;E134;1
11798;4;0;1;SP;SAO CARLOS;CENTRO;2019-01-03 13:29:49.157;E122;0
11788;3;1;0;SP;SAO CARLOS;VILA BRASILIA;2019-01-03 13:30:29.847;E131;0
11788;3;1;0;SP;SAO CARLOS;VILA BRASILIA;2019-01-03 13:30:36.933;E131;0
11788;3;1;0;SP;SAO CARLOS;VILA BRASILIA;2019-01-03 13:30:45.063;E131;0
11788;3;1;0;SP;SAO CARLOS;VILA BRASILIA;2019-01-03 13:30:53.200;E131;0
11788;3;1;0;SP;SAO CARLOS;VILA BRASILIA;2019-01-03 13:31:01.320;E131;0
11507;3;0;1;SP;SAO CARLOS;VILA PRADO;2019-01-03 13:31:25.790;E122;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 13:40:40.020;E122;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 13:40:53.897;E122;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 13:41:10.467;E122;0
11840;4;0;1;SP;SAO CARLOS;VILA DERIGGI;2019-01-03 13:42:32.903;E131;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 13:44:02.637;E122;0
11343;5;0;1;SP;SAO CARLOS;VILA PRADO;2019-01-03 13:46:20.430;E122;0
11676;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 13:59:49.777;E301;0
11834;3;0;1;SP;SAO CARLOS;JARDIM DONA FRANCISCA;2019-01-03 14:20:32.320;E134;0
11834;3;0;1;SP;SAO CARLOS;JARDIM DONA FRANCISCA;2019-01-03 14:20:38.433;E134;0
11582;4;0;1;SP;SAO CARLOS;JARDIM SAO JOAO BATISTA;2019-01-03 14:35:59.413;E122;0
11659;4;0;0;SP;SAO CARLOS;CENTRO;2019-01-03 14:40:04.620;E122;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 14:41:19.203;E131;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 14:41:33.063;E131;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 14:41:44.100;E131;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 14:41:58.043;E131;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 14:42:03.567;E131;0
11733;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 14:42:14.583;E131;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 14:43:26.137;E130;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 14:43:29.180;E130;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 14:44:10.877;E130;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 14:44:13.923;E130;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 14:44:58.593;E130;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 14:45:07.740;E130;0
11711;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 14:45:13.850;E120;0
11633;4;0;0;SP;IBATE;ZONA RURAL;2019-01-03 14:50:01.283;E301;0
11895;3;0;1;SP;SAO CARLOS;ZONA RURAL;2019-01-03 14:58:16.830;E131;0
11680;3;0;1;SP;SAO CARLOS;JARDIM BANDEIRANTES;2019-01-03 14:59:37.647;E134;0
11634;4;0;0;SP;SAO CARLOS;LOT SOCIAL ANTENOR GARCIA;2019-01-03 15:14:51.207;E301;0
11441;4;0;1;SP;SAO CARLOS;VILA COSTA DO SOL;2019-01-03 15:29:58.550;E122;0
11893;4;0;1;SP;SAO CARLOS;VILA MONTEIRO  GLEBA I;2019-01-03 15:42:24.833;E130;0
11893;4;0;1;SP;SAO CARLOS;VILA MONTEIRO  GLEBA I;2019-01-03 15:43:46.870;E130;0
11665;3;1;0;SP;RIBEIRAO BONITO;ZONA RURAL;2019-01-03 15:44:50.820;E301;0
11665;3;1;0;SP;RIBEIRAO BONITO;ZONA RURAL;2019-01-03 15:44:51.843;E301;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 15:48:13.633;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:50:21.830;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:50:27.920;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:50:34.017;E130;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 15:50:39.897;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:50:40.100;E130;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 15:50:50.870;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:51:00.407;E130;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 15:51:01.983;E122;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 15:51:12.930;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:51:18.740;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:51:55.277;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:51:58.317;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:52:06.460;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:52:10.520;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:52:13.590;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:52:17.667;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:52:25.763;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:52:28.813;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:52:32.860;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:53:11.473;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 15:53:12.483;E122;0
11276;3;0;1;SP;SAO CARLOS;CIDADE ARACY II;2019-01-03 15:59:10.063;E301;0
11285;4;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-03 16:01:16.223;E301;0
11439;4;0;0;SP;SAO CARLOS;CEAT;2019-01-03 16:01:21.070;E122;0
11439;4;0;0;SP;SAO CARLOS;CEAT;2019-01-03 16:01:58.413;E122;0
11439;4;0;0;SP;SAO CARLOS;CEAT;2019-01-03 16:02:09.473;E122;0
11439;4;0;0;SP;SAO CARLOS;CEAT;2019-01-03 16:02:20.517;E122;0
11439;4;0;0;SP;SAO CARLOS;CEAT;2019-01-03 16:03:24.873;E122;0
11896;4;0;1;SP;SAO CARLOS;VILA MONTEIRO  GLEBA I;2019-01-03 16:05:02.717;E130;0
11694;3;0;0;SP;SAO CARLOS;CEAT;2019-01-03 16:09:34.347;E122;0
11245;5;0;1;SP;SAO CARLOS;JARDIM SÃO CARLOS;2019-01-03 16:18:40.387;E301;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 16:25:02.127;E130;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 16:31:15.093;E122;0
11891;4;1;1;SP;SAO CARLOS;CENTRO;2019-01-03 16:31:19.157;E122;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:40:22.480;E134;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:40:29.583;E134;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:40:48.887;E134;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:40:52.960;E131;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:40:59.073;E134;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:41:11.277;E122;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:41:15.343;E122;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:41:31.647;E122;0
11892;4;0;1;SP;SAO CARLOS;VILA MARCELINO;2019-01-03 16:42:25.453;E122;0
11875;4;0;1;SP;SAO CARLOS;JARDIM ACAPULCO;2019-01-03 16:56:48.110;E131;0
11472;3;0;1;SP;SAO CARLOS;PLANALTO PARAISO;2019-01-03 17:16:27.867;E301;0
11619;5;1;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-03 17:42:52.640;1902;0
11619;5;1;1;SP;SAO CARLOS;RECREIO DOS BANDEIRANTES;2019-01-03 17:44:38.250;E301;0
11878;5;1;0;SP;RIBEIRAO PRETO;Parque Res Candido Portinari;2019-01-03 18:08:46.653;E130;0
11878;5;1;0;SP;RIBEIRAO PRETO;Parque Res Candido Portinari;2019-01-03 18:09:30.607;E130;0
5543;5;0;0;SP;SAO CARLOS;JARDIM BANDEIRANTES;2019-01-03 18:27:22.307;E146;1
9943;5;0;1;SP;SAO CARLOS;JOCKEY CLUBE;2019-01-03 18:30:57.107;E130;1
11684;3;0;1;SP;SAO CARLOS;JARDIM ARAUCARIA;2019-01-03 18:35:07.927;E301;0
11480;4;0;1;SP;SAO CARLOS;JARDIM PACAEMBU;2019-01-03 18:38:19.533;E130;0
11471;4;0;1;SP;SAO CARLOS;JARDIM PACAEMBU;2019-01-03 18:39:37.693;E130;0
11471;4;0;1;SP;SAO CARLOS;JARDIM PACAEMBU;2019-01-03 18:39:38.130;E130;0
11471;4;0;1;SP;SAO CARLOS;JARDIM PACAEMBU;2019-01-03 18:39:47.677;E130;0
11471;4;0;1;SP;SAO CARLOS;JARDIM PACAEMBU;2019-01-03 18:39:48.713;E130;0
11472;3;0;1;SP;SAO CARLOS;PLANALTO PARAISO;2019-01-03 18:52:08.657;E301;0
11684;3;0;1;SP;SAO CARLOS;JARDIM ARAUCARIA;2019-01-03 19:02:52.900;E301;0
11409;4;0;0;SP;SAO CARLOS;VILA PRADO;2019-01-03 19:06:15.090;E146;0
11838;4;0;0;SP;SAO CARLOS;VILA ALPES;2019-01-03 19:17:45.553;E123;0
11838;4;0;0;SP;SAO CARLOS;VILA ALPES;2019-01-03 19:17:54.680;E123;0
11799;3;0;1;SP;SAO CARLOS;VILA FARIA;2019-01-03 19:30:52.210;E132;0
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 19:43:52.017;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 19:43:59.363;E130;1
8984;4;1;2;SP;SAO CARLOS;RESID MONS ROMEU TORTORELLI;2019-01-03 19:44:06.973;E130;1
